redcarpet,https://github.com/vmg/redcarpet
redis,https://github.com/antirez/redis
retdec,https://github.com/avast/retdec
rhonabwy,https://github.com/babelouest/rhonabwy
rizin,https://github.com/rizinorg/rizin
roundcubemail,https://github.com/roundcube/roundcubemail
rpm,https://github.com/rpm-software-management/rpm
rsync,https://github.com/WayneD/rsync
rsyslog,https://github.com/rsyslog/rsyslog
rtl_433,https://github.com/merbanan/rtl_433
ruby,https://github.com/ruby/ruby
runc,https://github.com/opencontainers/runc
samba,https://github.com/samba-team/samba
scylladb,https://github.com/scylladb/scylladb
sddm,https://github.com/sddm/sddm
seatd,https://github.com/kennylevinsen/seatd
serenity,https://github.com/SerenityOS/serenity
server,https://github.com/MariaDB/server
shadow,https://github.com/shadow-maint/shadow
shadowsocks-libev,https://github.com/shadowsocks/shadowsocks-libev
shapelib,https://github.com/OSGeo/shapelib
Singular,https://github.com/Singular/Singular
skiboot,https://github.com/open-power/skiboot
sleuthkit,https://github.com/sleuthkit/sleuthkit
snapd,https://github.com/snapcore/snapd
SoftHSMv2,https://github.com/bellgrim/SoftHSMv2
spice,https://gitlab.freedesktop.org/spice/spice
spice-common,https://gitlab.freedesktop.org/spice/spice-common
sqlcipher,https://github.com/sqlcipher/sqlcipher
sqlite,https://github.com/sqlite/sqlite
squid,https://github.com/squid-cache/squid
stb,https://github.com/nothings/stb
swtpm,https://github.com/stefanberger/swtpm
taglib,https://github.com/taglib/taglib
tcpdump,https://github.com/the-tcpdump-group/tcpdump
tcpreplay,https://github.com/appneta/tcpreplay
thrift,https://github.com/apache/thrift
tigervnc,https://github.com/CendioOssman/tigervnc
tinc,https://github.com/gsliepen/tinc
tinyexr,https://github.com/syoyo/tinyexr
tinyproxy,https://github.com/tinyproxy/tinyproxy
tnef,https://github.com/verdammelt/tnef
tntnet,https://github.com/maekitalo/tntnet
tpm,https://github.com/srajiv/tpm
tpm2-tools,https://github.com/tpm2-software/tpm2-tools
trafficserver,https://github.com/apache/trafficserver
trojita,https://github.com/jktjkt/trojita
u-boot,https://github.com/u-boot/u-boot
uftpd,https://github.com/troglobit/uftpd
unicorn,https://github.com/unicorn-engine/unicorn
univention-corporate-server,https://github.com/univention/univention-corporate-server
uriparser,https://github.com/uriparser/uriparser
usbredir,https://gitlab.freedesktop.org/spice/usbredir
util-linux,https://github.com/karelzak/util-linux
uWebSockets,https://github.com/uWebSockets/uWebSockets
uzbl,http://github.com/Dieterbe/uzbl
v4l2loopback,https://github.com/umlaeute/v4l2loopback
VeraCrypt,https://github.com/veracrypt/VeraCrypt
veyon,https://github.com/veyon/veyon
virglrenderer,https://gitlab.freedesktop.org/virgl/virglrenderer
vlc,https://github.com/videolan/vlc
w3m,https://github.com/tats/w3m
WAVM,https://github.com/WAVM/WAVM
weechat,https://github.com/weechat/weechat
wildmidi,https://github.com/Mindwerks/wildmidi
wolfssl,https://github.com/wolfSSL/wolfssl
xrootd,https://github.com/xrootd/xrootd
yara,https://github.com/VirusTotal/yara
zlib,https://github.com/madler/zlib
ZLMediaKit,https://github.com/ZLMediaKit/ZLMediaKit
znc,https://github.com/znc/znc
zsh,https://github.com/zsh-users/zsh
zziplib,https://github.com/gdraheim/zziplib
