project,vuln_commit,v_testname,v_energy_pkg,v_energy_core,v_cycles,v_ipc,fix_commit,f_testname,sourcefile,f_energy_pkg,f_energy_core,f_cycles,f_ipc
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-acodec-pcm-s32be,3.3542,2.5808,632375888,2.2156,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-acodec-pcm-s32be,libavcodec/dnxhd_parser.c,3.3854,2.6023,622150357,2.2184
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-acodec-pcm-s32le,3.4000,2.6169,629203860,2.2090,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-acodec-pcm-s32le,libavcodec/dnxhd_parser.c,3.3808,2.5985,626558948,2.2290
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-acodec-pcm-s8,3.3315,2.5577,612326129,2.2363,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-acodec-pcm-s8,libavcodec/dnxhd_parser.c,3.2962,2.5292,627596052,2.2281
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-acodec-pcm-u8,3.3067,2.5317,618664336,2.2348,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-acodec-pcm-u8,libavcodec/dnxhd_parser.c,3.2754,2.5000,598520611,2.2456
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-aiff,3.2075,2.4675,593336838,2.2019,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-aiff,libavcodec/dnxhd_parser.c,3.2000,2.4775,591699786,2.2118
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-alaw,3.1914,2.4679,602723136,2.2109,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-alaw,libavcodec/dnxhd_parser.c,3.1846,2.4569,597692476,2.2018
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-asf,4.3890,3.3960,866840428,2.4313,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-asf,libavcodec/dnxhd_parser.c,4.3867,3.3822,867930348,2.4147
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-au,3.2131,2.4808,595380181,2.1993,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-au,libavcodec/dnxhd_parser.c,3.1708,2.4508,603244550,2.2040
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-avi,4.3230,3.3290,827908510,2.4485,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-avi,libavcodec/dnxhd_parser.c,4.8370,3.8010,948736007,2.3148
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-bmp,3.5150,2.7125,669515836,2.2743,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-bmp,libavcodec/dnxhd_parser.c,3.4950,2.6942,669045016,2.2716
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-dv_fmt,14.9333,11.7933,3316194546,2.9002,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-dv_fmt,libavcodec/dnxhd_parser.c,15.0700,11.9500,3360947732,2.8897
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-ffm,4.3330,3.3470,845550215,2.4122,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-ffm,libavcodec/dnxhd_parser.c,4.3240,3.3330,850782867,2.4113
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-flv_fmt,4.3170,3.3160,836959478,2.4315,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-flv_fmt,libavcodec/dnxhd_parser.c,4.3522,3.3422,834607871,2.4324
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-gif,4.4800,3.4800,870129164,2.3764,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-gif,libavcodec/dnxhd_parser.c,4.4800,3.4850,882535077,2.3814
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-gxf,15.2333,12.0733,3314359939,3.8111,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-gxf,libavcodec/dnxhd_parser.c,14.9700,11.8233,3251242173,3.8385
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-jpg,3.7055,2.8518,710702010,2.2489,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-jpg,libavcodec/dnxhd_parser.c,3.6882,2.8400,706986816,2.2457
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-mkv,5.5843,4.2657,1078455444,2.5594,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-mkv,libavcodec/dnxhd_parser.c,5.5900,4.2543,1072615901,2.5700
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-mmf,3.1638,2.4415,604223478,2.1978,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-mmf,libavcodec/dnxhd_parser.c,3.2115,2.4923,605916072,2.2016
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-mov,11.7600,8.7500,2253818412,2.8500,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-mov,libavcodec/dnxhd_parser.c,11.7500,8.7333,2237529897,2.8363
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-mpg,7.1250,5.4117,1390664197,2.5925,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-mpg,libavcodec/dnxhd_parser.c,7.1183,5.4000,1386363980,2.5942
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-mulaw,3.1915,2.4731,604289205,2.2076,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-mulaw,libavcodec/dnxhd_parser.c,3.2015,2.4746,598318394,2.1992
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-mxf,8.3320,6.4300,1687240326,3.0891,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-mxf,libavcodec/dnxhd_parser.c,8.3620,6.4340,1654820252,3.0971
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-mxf_d10,18.5033,15.0433,4289999905,2.5660,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-mxf_d10,libavcodec/dnxhd_parser.c,18.3533,14.8933,4330215369,2.5440
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-mxf_opatom,24.5250,19.7900,5633016564,4.2772,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-mxf_opatom,libavcodec/dnxhd_parser.c,25.2200,20.4000,5633507218,4.2760
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-mxf_opatom_audio,3.3100,2.5731,620589522,2.1782,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-mxf_opatom_audio,libavcodec/dnxhd_parser.c,3.2615,2.5215,616546951,2.1780
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-nut,4.3110,3.3290,835875106,2.4438,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-nut,libavcodec/dnxhd_parser.c,4.2978,3.3144,831942703,2.4453
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-ogg,3.2985,2.5554,624756843,2.1871,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-ogg,libavcodec/dnxhd_parser.c,3.3054,2.5569,620939913,2.1987
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-pbmpipe,3.3854,2.6162,648391459,2.3501,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-pbmpipe,libavcodec/dnxhd_parser.c,3.3754,2.5969,638983709,2.3488
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-pcx,3.7655,2.8709,704282252,2.3586,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-pcx,libavcodec/dnxhd_parser.c,3.8218,2.9164,716321368,2.3319
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-pgm,3.4123,2.6346,632838015,2.2303,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-pgm,libavcodec/dnxhd_parser.c,3.3438,2.5731,622645102,2.2355
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-pgmpipe,3.6083,2.7550,669523659,2.2619,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-pgmpipe,libavcodec/dnxhd_parser.c,3.6167,2.7725,672587818,2.2610
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-ppm,3.4917,2.6917,678587289,2.2598,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-ppm,libavcodec/dnxhd_parser.c,3.4850,2.6833,670505895,2.2656
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-ppmpipe,4.3870,3.3340,854847801,2.1242,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-ppmpipe,libavcodec/dnxhd_parser.c,4.5240,3.4700,882748472,2.1187
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-rm,4.0550,3.1380,805801195,2.4562,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-rm,libavcodec/dnxhd_parser.c,4.0790,3.1520,795859165,2.4597
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-sgi,3.6982,2.8300,694516968,2.3833,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-sgi,libavcodec/dnxhd_parser.c,3.7245,2.8455,690497750,2.3800
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-swf,4.3050,3.3100,831550006,2.4260,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-swf,libavcodec/dnxhd_parser.c,4.2800,3.2950,835465817,2.4343
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-tga,3.5608,2.7400,674902697,2.3147,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-tga,libavcodec/dnxhd_parser.c,3.5358,2.7133,672595859,2.3040
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-tiff,3.5417,2.7208,667520523,2.3120,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-tiff,libavcodec/dnxhd_parser.c,3.5608,2.7217,653730107,2.2999
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-ts,4.3956,3.3911,862187549,2.4115,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-ts,libavcodec/dnxhd_parser.c,4.4200,3.4111,870312226,2.3992
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-voc,3.1977,2.4754,604501282,2.2037,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-voc,libavcodec/dnxhd_parser.c,3.2031,2.4785,601694861,2.2041
